Name,NumAttr,NumOps,NumPubOps,Setters,Getters,Nesting,IFImpl,NOC,NumDesc,NumAnc,DIT,CLD,OpsInh,AttrInh,Dep_Out,Dep_In,NumAssEl_ssc,NumAssEl_sb,NumAssEl_nsb,EC_Attr,IC_Attr,EC_Par,IC_Par,Connectors,Diags,Role Stereotypes,agreed?
Data.javaclient2.structures.blobfinder.PlayerBlobfinderImagerConfig,4,8,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,One,
Data.javaclient2.structures.bumper.PlayerBumperData,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.bumper.PlayerBumperDefine,3,6,6,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,2,0,1,One,
Data.javaclient2.structures.bumper.PlayerBumperGeom,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.camera.PlayerCameraData,8,16,16,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.dio.PlayerDioCmd,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.dio.PlayerDioData,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.fiducial.PlayerFiducialData,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.fiducial.PlayerFiducialFov,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,One,
Data.javaclient2.structures.fiducial.PlayerFiducialGeom,3,6,6,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,6,0,1,One,
Data.javaclient2.structures.fiducial.PlayerFiducialId,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.fiducial.PlayerFiducialItem,3,6,6,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,4,0,1,One,
Data.javaclient2.structures.gps.PlayerGpsData,13,26,26,13,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.gripper.PlayerGripperCmd,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.gripper.PlayerGripperData,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.gripper.PlayerGripperGeom,2,4,4,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,4,0,1,One,
Data.javaclient2.structures.ir.PlayerIrData,4,8,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.ir.PlayerIrPose,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.ir.PlayerIrPowerReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.joystick.PlayerJoystickData,5,10,10,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.laser.PlayerLaserConfig,6,12,12,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,One,
Data.javaclient2.structures.laser.PlayerLaserData,9,18,18,9,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,1,One,
Data.javaclient2.structures.laser.PlayerLaserDataScanpose,2,4,4,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,4,0,1,One,
Data.javaclient2.structures.laser.PlayerLaserGeom,2,4,4,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,4,0,1,One,
Data.javaclient2.structures.laser.PlayerLaserPowerConfig,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbBrakesReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbData,4,8,8,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,6,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbGeomReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbHomeCmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbPowerReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbSetposeCmd,9,18,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbSetpositionCmd,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbSpeedReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbStopCmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.limb.PlayerLimbVecmoveCmd,4,8,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.localize.PlayerLocalizeData,4,8,8,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.localize.PlayerLocalizeGetParticles,4,8,8,4,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,4,0,1,Five,
Data.javaclient2.structures.localize.PlayerLocalizeHypoth,3,6,6,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,2,0,1,Five,
Data.javaclient2.structures.localize.PlayerLocalizeParticle,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,2,0,1,Five,
Data.javaclient2.structures.localize.PlayerLocalizeSetPose,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,1,Five,
Data.javaclient2.structures.log.PlayerLogGetState,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.log.PlayerLogSetFilename,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.log.PlayerLogSetReadRewind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.log.PlayerLogSetReadState,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.log.PlayerLogSetWriteState,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.map.PlayerMapData,6,12,12,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,One,
Data.javaclient2.structures.map.PlayerMapDataVector,6,12,12,6,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.map.PlayerMapInfo,4,8,8,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.mcom.PlayerMcomConfig,5,10,10,5,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,1,One,
Data.javaclient2.structures.mcom.PlayerMcomData,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,1,One,
Data.javaclient2.structures.mcom.PlayerMcomReturn,4,8,8,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,One,
Data.javaclient2.structures.planner.PlayerPlannerCmd,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,One,
Data.javaclient2.structures.planner.PlayerPlannerData,7,14,14,7,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,6,0,1,One,
Data.javaclient2.structures.planner.PlayerPlannerEnableReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.planner.PlayerPlannerWaypointsReq,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.player.PlayerDeviceDevlist,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.player.PlayerDeviceDriverInfo,3,6,6,3,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,4,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dCmdPos,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dCmdVel,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dData,4,8,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dGeom,2,4,4,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,4,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dPositionModeReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dPositionPidReq,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dPowerConfig,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dResetOdomConfig,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dSetOdomReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dSpeedPidReq,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dSpeedProfReq,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position1d.PlayerPosition1dVelocityModeConfig,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dCmdCar,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dCmdPos,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dCmdVel,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dData,3,6,6,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,4,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dGeom,2,4,4,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,4,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dPositionModeReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dPositionPidReq,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dPowerConfig,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dResetOdomConfig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dSetOdomReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dSpeedPidReq,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dSpeedProfReq,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position2d.PlayerPosition2dVelocityModeConfig,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dCmdPos,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dCmdVel,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dData,3,6,6,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,4,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dGeom,2,4,4,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,4,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dPositionModeReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dPositionPidReq,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dPowerConfig,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dResetOdomConfig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dSetOdomReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dSpeedPidReq,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dSpeedProfReq,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.position3d.PlayerPosition3dVelocityModeConfig,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.power.PlayerPowerChargepolicyConfig,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.power.PlayerPowerData,6,12,12,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.ptz.PlayerPtzCmd,5,10,10,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,One,
Data.javaclient2.structures.ptz.PlayerPtzData,5,10,10,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.ptz.PlayerPtzGeom,2,4,4,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,4,0,1,One,
Data.javaclient2.structures.ptz.PlayerPtzReqControlMode,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.ptz.PlayerPtzReqGeneric,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.rfid.PlayerRfidData,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.rfid.PlayerRfidTag,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,One,
Data.javaclient2.structures.simulation.PlayerSimulationCmd,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.simulation.PlayerSimulationData,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.simulation.PlayerSimulationPose2dReq,3,6,6,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.sonar.PlayerSonarData,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.sonar.PlayerSonarGeom,2,4,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.sonar.PlayerSonarPowerConfig,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.sound.PlayerSoundCmd,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.speech.PlayerSpeechCmd,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.speechrecognition.PlayerSpeechRecognitionData,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.waveform.PlayerWaveformData,4,8,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,One,
Data.javaclient2.structures.wifi.PlayerWifiData,10,20,20,10,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,One,
Data.javaclient2.structures.wifi.PlayerWifiIwspyAddrReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.wifi.PlayerWifiLink,12,24,24,12,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,One,
Data.javaclient2.structures.wifi.PlayerWifiMacReq,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.PlayerBbox,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,12,0,0,1,One,
Data.javaclient2.structures.PlayerBbox3d,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,1,One,
Data.javaclient2.structures.PlayerColor,4,8,8,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,1,One,
Data.javaclient2.structures.PlayerDevAddr,6,8,8,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,11,0,0,1,One,
Data.javaclient2.structures.PlayerMsgHdr,7,12,12,6,6,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,1,58,2,0,1,One,
Data.javaclient2.structures.PlayerPoint2d,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One,
Data.javaclient2.structures.PlayerPoint3d,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,13,0,0,1,One,
Data.javaclient2.structures.PlayerPose,3,6,6,3,3,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,55,0,0,1,One,
Data.javaclient2.structures.PlayerPose3d,6,12,12,6,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,21,0,0,1,One,
Data.javaclient2.structures.PlayerSegment,4,8,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,One,
Data.javaclient2.xdr.OncRpcException,23,6,6,0,2,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,1,0,3,0,1,Three,
Data.javaclient2.xdr.XdrBoolean,1,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,Three,
Data.javaclient2.xdr.XdrBufferDecodingStream,4,11,11,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,Three,
Data.javaclient2.xdr.XdrBufferEncodingStream,4,9,9,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,1,Three,
Data.javaclient2.xdr.XdrByte,1,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,Three,
Data.javaclient2.xdr.XdrBytes,1,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,Three,
Data.javaclient2.xdr.XdrChar,1,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,Three,
Data.javaclient2.xdr.XdrDecodingStream,1,35,35,1,3,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,1,17,6,0,1,Three,
Data.javaclient2.xdr.XdrDouble,1,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,Three,
Data.javaclient2.xdr.XdrDynamicOpaque,1,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,Three,
Data.javaclient2.xdr.XdrEncodingStream,1,33,33,1,1,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,1,17,6,0,1,Three,
Data.javaclient2.xdr.XdrFloat,1,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,Three,
Data.javaclient2.xdr.XdrInt,1,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,Three,
